name,height,reach,dob,url
Brunno Ferreira,"5' 10""","72""","Nov 04, 1992",http://ufcstats.com/fighter-details/1e719d4b676dc19a
Valerie Letourneau,"5' 7""","68""","Apr 29, 1983",http://ufcstats.com/fighter-details/46a2f24feb258ae0
Irwin Rivera,"5' 6""","67""","Feb 14, 1989",http://ufcstats.com/fighter-details/06a80a685ea98573
Igor Vovchanchyn,"5' 8""",--,"Aug 06, 1973",http://ufcstats.com/fighter-details/7929be8290289a47
Nick Piedmont,"5' 10""",--,--,http://ufcstats.com/fighter-details/df7d386a54e07446
Cody Garbrandt,"5' 8""","65""","Jul 07, 1991",http://ufcstats.com/fighter-details/d8c7c61b176e3994
Youssef Zalal,"5' 10""","72""","Sep 04, 1996",http://ufcstats.com/fighter-details/52c2ae6d2f2d2613
Dominique Steele,"5' 10""","74""","Jan 27, 1988",http://ufcstats.com/fighter-details/68c11c27d4d56572
Kevin Natividad,"5' 6""","70""","Apr 02, 1993",http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Manolo Zecchini,"5' 8""","68""","Oct 22, 1996",http://ufcstats.com/fighter-details/fd7ab338e4953644
Louis Cosce,"5' 9""","71""","Aug 27, 1995",http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Arman Ashimov,"5' 6""",--,"Jan 14, 1992",http://ufcstats.com/fighter-details/d26a0988c9dc9886
Allen Berube,"5' 8""",--,"Aug 25, 1974",http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Ike Villanueva,"6' 1""","73""","Apr 04, 1984",http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Matt Brown,"6' 0""","75""","Jan 10, 1981",http://ufcstats.com/fighter-details/31123249b0bbf52e
Diego Ferreira,"5' 9""","74""","Jan 18, 1985",http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Mabelly Lima,"5' 2""",--,"Jan 25, 1994",http://ufcstats.com/fighter-details/6135fd9665fbb74e
Bas Rutten,"6' 1""",--,"Feb 24, 1965",http://ufcstats.com/fighter-details/03688dc3c3af3ac1
Charlie Ward,"5' 11""",--,"Dec 17, 1980",http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Logan Woods,--,--,"May 30, 1994",http://ufcstats.com/fighter-details/133a9d2e6efd8a50
Nayara Maia,"5' 5""","66""","Jul 25, 1990",http://ufcstats.com/fighter-details/03b1b79b34eaf217
Chris Herrera,"5' 10""",--,--,http://ufcstats.com/fighter-details/f71028a6e5128856
TJ Dillashaw,"5' 6""","67""","Feb 07, 1986",http://ufcstats.com/fighter-details/c849740a3ff51931
Felipe dos Santos,"5' 7""","70""","Sep 11, 2000",http://ufcstats.com/fighter-details/5cdf5339728f580d
Terrell Brown,--,--,"Apr 13, 1983",http://ufcstats.com/fighter-details/85df85a4e276c90e
Saygid Izagakhmaev,"6' 0""","74""","Sep 03, 1994",http://ufcstats.com/fighter-details/de26d906f2874dd4
Joe Pyfer,"6' 2""","75""","Sep 17, 1996",http://ufcstats.com/fighter-details/c1085e1701b13eca
Punahele Soriano,"5' 11""","72""","Nov 22, 1992",http://ufcstats.com/fighter-details/64facb6cc564262d
Francis Ngannou,"6' 4""","83""","Sep 05, 1986",http://ufcstats.com/fighter-details/8d03ce87ca14e778
Rene Kronvold,"5' 8""",--,"Jan 03, 1970",http://ufcstats.com/fighter-details/db05271715bb4874
John Marsh,"6' 0""",--,"Sep 15, 1970",http://ufcstats.com/fighter-details/b6b12014698cc345
Chris Holdsworth,"5' 11""",--,"Oct 24, 1987",http://ufcstats.com/fighter-details/fc60ecf0671b9489
Matej Penaz,"6' 3""","83""","Oct 14, 1996",http://ufcstats.com/fighter-details/abd64006fd37298d
Christian Uflacker,"5' 11""",--,"Aug 04, 1985",http://ufcstats.com/fighter-details/10ccf4ec9913cadc
Jake Hecht,"6' 0""","73""","Feb 09, 1984",http://ufcstats.com/fighter-details/e57fdbea1b828202
Brandon Halsey,"6' 0""",--,"Sep 16, 1986",http://ufcstats.com/fighter-details/e763679f15326ae1
Dos Caras Jr.,"6' 4""",--,"May 25, 1977",http://ufcstats.com/fighter-details/155a02a8b4311057
Kuniyoshi Hironaka,"5' 10""","70""","Jun 17, 1976",http://ufcstats.com/fighter-details/9d4522df6fc49a47
Mike Easton,"5' 6""","70""","Jan 25, 1984",http://ufcstats.com/fighter-details/bc7230f231701d66
Matheus Nicolau,"5' 6""","66""","Jan 06, 1993",http://ufcstats.com/fighter-details/1a31ef98efce7a79
Puja Tomar,"5' 4""","59""","Dec 05, 1993",http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Joel Sutton,"5' 11""",--,"Jul 07, 1969",http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Lacey Schuckman,"5' 3""",--,"Jul 16, 1988",http://ufcstats.com/fighter-details/e44c679c30403cba
Joshua Van,"5' 5""","65""","Oct 10, 2001",http://ufcstats.com/fighter-details/17e97649403ba428
Gaston Bolanos,"5' 7""","69""","Sep 14, 1992",http://ufcstats.com/fighter-details/96924b0019b3aff1
Steve Kozola,--,--,--,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
Dmitry Poberezhets,"6' 3""",--,"Jun 11, 1985",http://ufcstats.com/fighter-details/9756095cb76b67c3
Eddie Sanchez,"6' 2""","74""","Nov 04, 1982",http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
Trey Ogden,"5' 11""","72""","Nov 14, 1989",http://ufcstats.com/fighter-details/cfc3e7bb44685289
Michael Patt,"6' 0""",--,--,http://ufcstats.com/fighter-details/83d0de122f2f9664
Rodrigo Gracie,"6' 0""",--,"Apr 11, 1975",http://ufcstats.com/fighter-details/36877f0e62b25b96
Song Kenan,"6' 0""","71""","Mar 10, 1990",http://ufcstats.com/fighter-details/32490e80ddab1e5a
Mu Bae Choi,"6' 2""",--,"Jun 27, 1970",http://ufcstats.com/fighter-details/371a1c91b24dec2b
Impa Kasanganay,"5' 11""","75""","Jan 17, 1994",http://ufcstats.com/fighter-details/257b0c8d6f199895
Hidetaka Monma,"6' 0""",--,"Oct 23, 1973",http://ufcstats.com/fighter-details/a8e133139286df84
Ray Sefo,"6' 0""",--,"Feb 15, 1971",http://ufcstats.com/fighter-details/646d5dbe509accd4
Eli Aronov,"5' 10""","72""","Jun 06, 1996",http://ufcstats.com/fighter-details/a90c200c3fbb22c4
Jonny Carson,"5' 10""",--,--,http://ufcstats.com/fighter-details/0d49ddc07bd8c747
Mason Jones,"5' 10""","74""","Apr 26, 1995",http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Hayato Sakurai,"5' 7""",--,"Aug 24, 1975",http://ufcstats.com/fighter-details/85e26e2468b4e82f
Stefan Struve,"6' 11""","84""","Feb 18, 1988",http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Joaquim Silva,"5' 8""","69""","Feb 05, 1989",http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Timur Valiev,"5' 6""","67""","Jan 19, 1990",http://ufcstats.com/fighter-details/45e738622ea2c02c
Ottman Azaitar,"5' 8""","71""","Feb 20, 1990",http://ufcstats.com/fighter-details/ee18ff42063174df
Kyle Bochniak,"5' 7""","70""","Feb 05, 1987",http://ufcstats.com/fighter-details/c5af5750e8bae4f0
Rubens Xavier,"6' 3""",--,"Sep 08, 1974",http://ufcstats.com/fighter-details/e6dac752a2418a88
Brandon Lowe,--,--,--,http://ufcstats.com/fighter-details/78ac94d54aa7f378
Donavon Frelow,"5' 7""",--,"Jan 20, 1985",http://ufcstats.com/fighter-details/9aa56f004b2bca07
Kenji Osawa,"5' 7""","66""","Nov 04, 1976",http://ufcstats.com/fighter-details/8eb239a52fc4ec14
Pro Escobedo,--,--,--,http://ufcstats.com/fighter-details/b36874652ed7715d
Pablo Villaseca,"5' 7""",--,"Jan 26, 1987",http://ufcstats.com/fighter-details/34f93dfbd43b2144
Dan Argueta,"5' 7""","68""","Aug 13, 1993",http://ufcstats.com/fighter-details/e4ba58725825412d
Joao Zaiden,--,--,"Mar 16, 1993",http://ufcstats.com/fighter-details/6b614bda982f5214
Greg Hardy,"6' 5""","80""","Jul 28, 1988",http://ufcstats.com/fighter-details/85073dbd1be65ed9
Roman Bogatov,"5' 8""","73""","Dec 15, 1990",http://ufcstats.com/fighter-details/d61316139d68dbe3
Brian Johnston,"6' 3""",--,"Jul 28, 1968",http://ufcstats.com/fighter-details/1c3f5e85b59ec710
Seokhyeon Ko,"5' 10""","71""","Sep 24, 1993",http://ufcstats.com/fighter-details/4a07b1988477502c
Joe Doerksen,"6' 0""","75""","Oct 09, 1977",http://ufcstats.com/fighter-details/dbaaf42313af90fa
Tina Lahdemaki,"5' 2""",--,"May 28, 1988",http://ufcstats.com/fighter-details/e5ca2bc2451a5956
Bo Cantrell,"6' 2""",--,"Feb 08, 1969",http://ufcstats.com/fighter-details/6750e338922a099d
Martin Kampmann,"6' 0""","72""","Apr 17, 1982",http://ufcstats.com/fighter-details/8b69839f3555a67b
Josh Paiva,"5' 6""",--,"Apr 05, 1991",http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda
Steve Bruno,"5' 10""",--,"Nov 03, 1981",http://ufcstats.com/fighter-details/2f3f12002564bb55
Jasmine Jasudavicius,"5' 7""","68""","Mar 01, 1989",http://ufcstats.com/fighter-details/a9e260472d321361
Daniel Kelly,"6' 0""","70""","Oct 31, 1977",http://ufcstats.com/fighter-details/bdcbb976816fd256
Levan Makashvili,"5' 8""","68""","Jan 07, 1989",http://ufcstats.com/fighter-details/938ad489fb7a1f31
Saimon Oliveira,"5' 4""","72""","Apr 21, 1991",http://ufcstats.com/fighter-details/72ea1984c52019b5
Valter Walker,"6' 6""","78""","Dec 14, 1997",http://ufcstats.com/fighter-details/f5779a2303ed76ec
Sean Wilson,"5' 8""",--,"Oct 20, 1982",http://ufcstats.com/fighter-details/b8e6393c39cb9740
David Zawada,"6' 0""","75""","Aug 01, 1990",http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Dylan Andrews,"6' 1""","74""","Nov 15, 1979",http://ufcstats.com/fighter-details/00debc804e2b1cd4
Felipe Franco,"6' 1""","76""","Jan 22, 2001",http://ufcstats.com/fighter-details/e564146b9cf6dbef
Ji Yeon Kim,"5' 7""","72""","Oct 18, 1989",http://ufcstats.com/fighter-details/a20f234df70f2182
Rafael Cerqueira,"6' 3""","76""","Mar 15, 1990",http://ufcstats.com/fighter-details/09a4447655fd4b7b
Gabriel Bonfim,"6' 1""","72""","Aug 20, 1997",http://ufcstats.com/fighter-details/01641ba5df0c69b0
Jacob Noe,--,--,"Jul 29, 1980",http://ufcstats.com/fighter-details/9bff1b4c37ebbede
Kaushik Saikumar,"5' 10""","71""","Dec 11, 1997",http://ufcstats.com/fighter-details/6a6c4709ebc5499a
Luis Mendoza,--,--,--,http://ufcstats.com/fighter-details/28200bc87367614f
Yuki Kondo,"5' 11""",--,"Jul 17, 1975",http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Houston Dorr,"6' 1""",--,--,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Viviane Pereira,"5' 1""","63""","Aug 28, 1993",http://ufcstats.com/fighter-details/d50382dc0565a9e1
Josh Barnett,"6' 3""","78""","Nov 10, 1977",http://ufcstats.com/fighter-details/ad3f53c454cbbead
Karolina Kowalkiewicz,"5' 3""","64""","Oct 15, 1985",http://ufcstats.com/fighter-details/d7c3816669784109
Robert Peralta,"5' 8""","71""","Mar 14, 1986",http://ufcstats.com/fighter-details/960d6cae8879ba2b
MarQuel Mederos,"5' 10""","69""","Nov 30, 1996",http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Tyson Pedro,"6' 3""","79""","Sep 17, 1991",http://ufcstats.com/fighter-details/49e96ff8ab781589
Orlando Wiet,"5' 10""",--,"Oct 24, 1965",http://ufcstats.com/fighter-details/a6c2f5381d575920
Stephanie Egger,"5' 6""","68""","Aug 12, 1988",http://ufcstats.com/fighter-details/5e6294b37bbef029
Song Yadong,"5' 8""","67""","Dec 02, 1997",http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Alice Ardelean,"5' 3""","62""","Apr 19, 1992",http://ufcstats.com/fighter-details/87f8699fdcc2c404
Demetrious Johnson,"5' 3""","66""","Aug 13, 1986",http://ufcstats.com/fighter-details/8a304bfd6bf04a57
Kiefer Crosbie,"5' 11""","70""","Apr 05, 1990",http://ufcstats.com/fighter-details/4729c93ba705a3bf
Poliana Botelho,"5' 8""","67""","Dec 15, 1988",http://ufcstats.com/fighter-details/5c126c6aac3ef364
Dong Huaxiang,"5' 3""","61""","Aug 21, 1998",http://ufcstats.com/fighter-details/bad82b681819b272
Muhammad Mokaev,"5' 7""","70""","Jul 30, 2000",http://ufcstats.com/fighter-details/75353550928a7921
Bobby Southworth,"6' 2""",--,"Dec 16, 1969",http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Kenneth Seegrist,"6' 0""",--,"Oct 21, 1980",http://ufcstats.com/fighter-details/55e94a9b525dcf45
Diana Belbita,"5' 7""","68""","Jun 26, 1996",http://ufcstats.com/fighter-details/d7e40dca3ae125be
Manoel Sousa,"5' 9""","70""","Jun 04, 1997",http://ufcstats.com/fighter-details/5870c541798124ae
Sovannahry Em,"5' 4""",--,"Jun 26, 1992",http://ufcstats.com/fighter-details/45c8fed13a62fe92
Jeremiah Metcalf,"6' 1""",--,"Jul 09, 1981",http://ufcstats.com/fighter-details/5bdcbd8dd681a257
Ralek Gracie,"6' 2""",--,"Oct 04, 1985",http://ufcstats.com/fighter-details/84283233ec42be5f
Andrei Kopylov,"6' 2""",--,"Jul 16, 1965",http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Seichi Ikemoto,"5' 11""",--,"Aug 24, 1975",http://ufcstats.com/fighter-details/81f38d1640c4e70d
Jesse Moreng,"5' 7""",--,"Nov 09, 1979",http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9
Jimmy Drago,"5' 10""","71""","Feb 18, 1995",http://ufcstats.com/fighter-details/cb4bf812d9cb78b4
Kyle Daukaus,"6' 2""","76""","Feb 27, 1993",http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Jeff Molina,"5' 6""","69""","Jul 17, 1997",http://ufcstats.com/fighter-details/008ea710276c9606
Chris Duncan,"5' 10""","71""","May 10, 1993",http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Jorge Gurgel,"5' 7""","69""","Jan 25, 1977",http://ufcstats.com/fighter-details/04d5718ed2661e8c
Nassourdine Imavov,"6' 3""","75""","Mar 01, 1996",http://ufcstats.com/fighter-details/881bf86d4cba8578
Dylan Mantello,"6' 1""","73""","Nov 19, 1992",http://ufcstats.com/fighter-details/e192ebb85b68fa9e
Shane Carwin,"6' 2""","80""","Jan 04, 1975",http://ufcstats.com/fighter-details/68dd7b3783c19f9c
Rosi Sexton,"5' 3""",--,"Jul 16, 1977",http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
Mark Cherico,"5' 7""","69""","May 12, 1986",http://ufcstats.com/fighter-details/79a193111e3bc99b
Yadier del Valle,"5' 9""","69""","Jul 29, 1996",http://ufcstats.com/fighter-details/70380ccdc81915b8
Cody Stamann,"5' 6""","64""","Nov 09, 1989",http://ufcstats.com/fighter-details/bf7ad5628363eec9
Arjan Bhullar,"6' 1""","75""","May 13, 1986",http://ufcstats.com/fighter-details/7e511f8d842a109d
Stephen Palling,"5' 4""",--,"Jan 29, 1967",http://ufcstats.com/fighter-details/ab7c212de9f66af0
Derrick Burnsed,--,--,"Jun 09, 1980",http://ufcstats.com/fighter-details/2213330f082f82d5
Takeshi Yamazaki,"5' 8""",--,"May 25, 1977",http://ufcstats.com/fighter-details/d1d20e651e6cbc02
Scott Baker,"6' 0""",--,--,http://ufcstats.com/fighter-details/7d5b12de1625984e
Kenny Ento,"6' 2""",--,--,http://ufcstats.com/fighter-details/daf9be103c1edbbd
Lone'er Kavanagh,"5' 6""","67""","Jun 09, 1999",http://ufcstats.com/fighter-details/bb2c3c3a466224af
Daichi Abe,"5' 11""","71""","Nov 27, 1991",http://ufcstats.com/fighter-details/5140122c3eecd307
Brandon Hester,"6' 1""",--,--,http://ufcstats.com/fighter-details/13150cf89a5b81e0
Marcus Jones,"6' 6""",--,"Aug 15, 1973",http://ufcstats.com/fighter-details/8fa2b06572365321
Wayne Phillips,--,--,"Jun 17, 1983",http://ufcstats.com/fighter-details/09a82bd51ff61376
Sam Stout,"5' 9""","70""","Apr 23, 1984",http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Alexander Trevino,--,--,--,http://ufcstats.com/fighter-details/73abb7a5c57fb443
Izabela Badurek,"5' 5""",--,"Jul 11, 1991",http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
John Reedy,"5' 8""",--,--,http://ufcstats.com/fighter-details/fb4ca5c7e4448645
Michael Bravo,--,--,--,http://ufcstats.com/fighter-details/dc63542668295c23
Rory Markham,"6' 0""","71""","Mar 25, 1982",http://ufcstats.com/fighter-details/23a16ebe733e3041
Daniel Weichel,"5' 10""","70""","Nov 22, 1984",http://ufcstats.com/fighter-details/7b9dade6bedaabbe
Tainara Lisboa,"5' 7""","67""","Mar 02, 1991",http://ufcstats.com/fighter-details/2c5f5749569eef66
Art Jimmerson,"6' 1""",--,"Aug 04, 1963",http://ufcstats.com/fighter-details/a5c53b3ddb31cc7d
Paul Herrera,"5' 10""",--,"Feb 21, 1964",http://ufcstats.com/fighter-details/440c9dbab63528fb
Taiei Kin,"5' 11""",--,"Jul 08, 1970",http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mitch Ramirez,"5' 11""","71""","Nov 03, 1992",http://ufcstats.com/fighter-details/e99eb0ef25885de5
Alessio Di Chirico,"6' 0""","74""","Dec 12, 1989",http://ufcstats.com/fighter-details/77d7295d1b22c694
Anderson Dos Santos,"5' 5""","70""","Jul 24, 1985",http://ufcstats.com/fighter-details/bbc9ab95fa766493
Matthieu Duclos,"6' 3""","77""","Apr 04, 1995",http://ufcstats.com/fighter-details/ec322adbabbfa6e7
Gabriel Silva,"5' 6""","71""","Aug 26, 1994",http://ufcstats.com/fighter-details/002ca196477ce572
Bruno Assis,"6' 2""",--,"May 23, 1992",http://ufcstats.com/fighter-details/ff222167cce02919
Joe Pardo,"6' 1""",--,--,http://ufcstats.com/fighter-details/74fefd43f073cd2f
Joe Warren,"5' 6""",--,"Oct 31, 1976",http://ufcstats.com/fighter-details/c0c1bc0766df4c00
Joe Brammer,"5' 8""",--,"Aug 23, 1983",http://ufcstats.com/fighter-details/013da757877044a2
Thiago Perpetuo,"5' 10""",--,"Dec 14, 1987",http://ufcstats.com/fighter-details/c1a5d3843596df92
Heraldo Souza,"5' 11""","73""","Dec 15, 1994",http://ufcstats.com/fighter-details/22b43be04d7454d0
Bao Quach,"5' 3""",--,"Sep 04, 1979",http://ufcstats.com/fighter-details/d365ee924f5cc3fc
Lyle Beerbohm,"5' 10""",--,"Feb 05, 1979",http://ufcstats.com/fighter-details/babc6b5745335f18
Royler Gracie,"5' 8""",--,"Dec 06, 1965",http://ufcstats.com/fighter-details/b807814d977682eb
Albert Cheng,"5' 11""",--,"Feb 07, 1985",http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
Wesley Correira,"6' 3""",--,"Nov 11, 1978",http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Tomoya Miyashita,"5' 7""",--,"Jul 20, 1981",http://ufcstats.com/fighter-details/c9885b1b7c7055a0
Issac DeJesus,--,--,--,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
Luis Gurule,"5' 5""","64""","Nov 16, 1993",http://ufcstats.com/fighter-details/29162be25ebef5f0
Travis Wiuff,"6' 3""",--,"Mar 15, 1978",http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
Phillipe Nover,"5' 9""","72""","Feb 03, 1984",http://ufcstats.com/fighter-details/64360e618823a8e4
Alexander Shlemenko,"5' 11""",--,"May 20, 1984",http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
Cory Walmsley,"6' 0""",--,--,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Eduardo Torres Caut,"5' 7""","70""","Apr 26, 1995",http://ufcstats.com/fighter-details/c8d46028907bcece
Chelsea Hackett,"5' 4""","66""","Aug 16, 1998",http://ufcstats.com/fighter-details/184b7a36d50dcc5e
John Dave Almanza,"5' 7""","67""","Mar 22, 2004",http://ufcstats.com/fighter-details/088aa1b19b2dc14a
Mike Massenzio,"6' 2""","73""","Nov 01, 1982",http://ufcstats.com/fighter-details/5b2d7906aa894274
Francisco Bueno,"5' 9""",--,"Dec 23, 1972",http://ufcstats.com/fighter-details/a72d260b436924c4
Chris Padilla,"5' 9""","74""","Sep 14, 1995",http://ufcstats.com/fighter-details/06626b6287e1ae1e
Tim Catalfo,"5' 11""",--,--,http://ufcstats.com/fighter-details/6ca68b636fbc1f18
Bobby Lashley,"6' 3""","78""","Jul 16, 1976",http://ufcstats.com/fighter-details/b0826525fa17231d
Landon Quinones,"5' 9""","70""","Nov 21, 1995",http://ufcstats.com/fighter-details/267f4a6568abe245
Matthew Semelsberger,"6' 1""","75""","Nov 23, 1992",http://ufcstats.com/fighter-details/4aa58269d0664b5b
Jonathan Contrestano,--,--,--,http://ufcstats.com/fighter-details/06d4eb8123087123
Jeremy Stephens,"5' 9""","71""","May 25, 1986",http://ufcstats.com/fighter-details/18968f97ad34f15c
Gennaro Strangis,--,--,--,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave Berry,--,--,--,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Chase Beebe,"5' 7""","67""","Mar 29, 1985",http://ufcstats.com/fighter-details/b16a7e6a627e9789
Doug Marshall,"5' 10""",--,"Sep 09, 1975",http://ufcstats.com/fighter-details/0c1773639c795466
Devonte Smith,"5' 9""","76""","Jul 30, 1993",http://ufcstats.com/fighter-details/207773daeb4afa7b
Amir Sadollah,"5' 10""","75""","Aug 27, 1980",http://ufcstats.com/fighter-details/2650e2f846a30f64
Yoshihiro Akiyama,"5' 10""","75""","Jul 29, 1975",http://ufcstats.com/fighter-details/b0550072e5f0afa7
Rama Supandhi,"5' 5""","66""","Nov 07, 1991",http://ufcstats.com/fighter-details/6d537248fe7cccf1
Henrique Shiguemoto,"5' 11""","72""","Jun 22, 1989",http://ufcstats.com/fighter-details/5d1700cfbaafbe06
Mohamed Ado,"5' 11""","76""","May 03, 2000",http://ufcstats.com/fighter-details/7a846fcbf182a7c8
Josh Epps,--,--,"Aug 23, 1986",http://ufcstats.com/fighter-details/984b0c4c6e773a1c
Tae Hyun Lee,"6' 6""",--,"Jan 17, 1975",http://ufcstats.com/fighter-details/de99da2c0d18d34a
Assuerio Silva,"5' 10""",--,"Jun 18, 1974",http://ufcstats.com/fighter-details/e091482fa6648261
Allan Goes,"6' 0""",--,"Apr 20, 1971",http://ufcstats.com/fighter-details/e62b36885ecdac27
Issa Isakov,"5' 9""","70""","Oct 22, 1989",http://ufcstats.com/fighter-details/e9095aeb36f2aeb8
Livinha Souza,"5' 3""","63""","Mar 11, 1991",http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Ron van Clief,"5' 10""",--,"Jan 25, 1943",http://ufcstats.com/fighter-details/23ab42947c1990e3
Aaron Simpson,"6' 0""","73""","Jul 20, 1974",http://ufcstats.com/fighter-details/d5f820c11a121050
Vadym Kutsyi,"6' 0""","71""","Jul 18, 1991",http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
Trevor Harris,"5' 6""",--,--,http://ufcstats.com/fighter-details/0e98b05d3cf6d271
Dan Barrera,"5' 9""",--,"Dec 23, 1980",http://ufcstats.com/fighter-details/f12f979b657ab876
Michihiro Omigawa,"5' 6""","68""","Dec 19, 1975",http://ufcstats.com/fighter-details/9f842be1a5337be6
Duane Ludwig,"5' 10""","70""","Aug 04, 1978",http://ufcstats.com/fighter-details/84ac950d4c1722dd
Glaico Franca Moreira,"6' 0""","77""","Feb 28, 1991",http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Melissa Martinez,"5' 2""","66""","Aug 18, 1997",http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Stephanie Frausto,"5' 2""","61""","Sep 20, 1990",http://ufcstats.com/fighter-details/fee02819a271c050
