name,record,height,weight,reach,stance,dob,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,url
Nicolae Negumereanu,13-2-0,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",:3.58,:41%,:5.56,:39%,:1.02,:28%,:62%,:0.0,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Luke Jumeau,13-5-0,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",:2.93,:43%,:3.17,:58%,:0.25,:100%,:86%,:0.0,http://ufcstats.com/fighter-details/4c288a2b250bb576
Takeru Uchida,6-1-0,"5' 5""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:4.4,http://ufcstats.com/fighter-details/1d76f07ffdd765c2
Alvin Robinson,15-9-0,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",:1.57,:50%,:1.29,:51%,:1.24,:50%,:25%,:1.2,http://ufcstats.com/fighter-details/cbe79765d44bd172
Ryan Stonitsch,8-1-0,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",:2.53,:36%,:2.53,:71%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
Song Yadong,22-8-1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",:4.58,:43%,:4.00,:55%,:0.61,:38%,:73%,:0.1,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Ednaldo Oliveira,17-3-1 (1 NC),"6' 5""",205 lbs.,--,Orthodox,"Feb 19, 1984",:1.03,:22%,:1.80,:52%,:0.00,:0%,:42%,:0.0,http://ufcstats.com/fighter-details/acd9513399a8b09b
John Lineker,31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",:5.36,:40%,:4.27,:56%,:0.56,:58%,:67%,:0.6,http://ufcstats.com/fighter-details/c268b2cfebccf652
Kyle Bolt,8-4-0,"6' 2""",185 lbs.,--,,--,:7.27,:52%,:7.27,:45%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35
Terry Martin,23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",:2.82,:43%,:3.13,:54%,:3.10,:42%,:92%,:0.0,http://ufcstats.com/fighter-details/6a92caba39b64752
Bogdan Grad,15-3-0,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",:4.44,:51%,:5.40,:49%,:3.31,:36%,:75%,:0.0,http://ufcstats.com/fighter-details/fb37795db81f93f3
Kurt Osiander,4-1-0,--,185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/f84dfc5a8d178403
Chris Daukaus,12-7-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",:6.05,:50%,:4.64,:55%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Carlo Prater,31-18-1,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",:2.03,:47%,:4.07,:35%,:0.43,:9%,:57%,:1.7,http://ufcstats.com/fighter-details/4f853e98886283cf
Dan Henderson,32-15-0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",:2.44,:47%,:2.70,:51%,:1.52,:52%,:57%,:0.3,http://ufcstats.com/fighter-details/1ccf4e7caff270df
Yoislandy Izquierdo,10-4-0,"5' 11""",155 lbs.,--,Southpaw,"Jan 09, 1984",:2.93,:52%,:1.40,:26%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/afc2a7ce0c763bd5
Erick Wanderlei,3-3-0,"6' 1""",205 lbs.,--,Orthodox,"Jun 20, 1976",:0.63,:41%,:2.66,:40%,:3.80,:66%,:0%,:1.9,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd
Jason Gonzalez,11-5-0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",:3.06,:39%,:3.13,:58%,:0.00,:0%,:30%,:1.0,http://ufcstats.com/fighter-details/e45cfa47f504033a
Ben Jones,4-4-0 (1 NC),--,185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/329aff8e958a2997
Tim Hague,21-13-0,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",:2.79,:47%,:4.14,:46%,:1.72,:33%,:85%,:0.9,http://ufcstats.com/fighter-details/219a254e15d60135
Issei Tamura,10-8-0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",:1.89,:53%,:4.58,:44%,:0.92,:25%,:33%,:0.0,http://ufcstats.com/fighter-details/57bf89d42364d39e
Mikey Burnett,5-2-0,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4c805f5f58a75df0
Eric Schafer,14-8-2,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",:1.89,:34%,:3.38,:56%,:1.81,:36%,:50%,:1.8,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
Dominick Cruz,24-4-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",:3.91,:33%,:2.61,:70%,:2.82,:42%,:83%,:0.1,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Cody Brundage,11-7-1 (1 NC),"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",:2.20,:51%,:2.72,:49%,:2.05,:46%,:68%,:0.6,http://ufcstats.com/fighter-details/f14f644d41ade29f
Stewart Nicoll,8-1-0,"5' 5""",125 lbs.,"65""",Orthodox,"Apr 11, 1996",:3.02,:47%,:1.13,:40%,:5.66,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/2bd98ab77a8daa75
Luis Pena,9-3-0,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",:3.66,:46%,:3.12,:51%,:1.17,:33%,:48%,:1.2,http://ufcstats.com/fighter-details/2844b047183a1adb
Amber Tackett,1-3-0,--,115 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Lodune Sincaid,15-9-0,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973",:2.72,:42%,:6.17,:57%,:0.00,:0%,:75%,:0.0,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Hyun Gyu Lim,13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",:4.45,:41%,:5.07,:51%,:0.23,:100%,:73%,:0.2,http://ufcstats.com/fighter-details/203c957eac95dd87
Chael Sonnen,29-15-1,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",:3.08,:43%,:1.10,:62%,:3.81,:59%,:66%,:0.4,http://ufcstats.com/fighter-details/48d1f690b763934c
Rayanne dos Santos,14-9-0,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",:4.57,:40%,:6.47,:59%,:0.50,:14%,:80%,:0.0,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Darrick Minner,26-14-0,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",:2.63,:65%,:2.28,:35%,:2.40,:72%,:66%,:2.7,http://ufcstats.com/fighter-details/34e516ab361afb1c
Yves Edwards,42-22-1 (1 NC),"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",:2.91,:42%,:2.34,:66%,:0.76,:53%,:69%,:0.7,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Nazareno Malegarie,28-4-0,"5' 8""",155 lbs.,--,,"May 16, 1986",:3.87,:34%,:3.27,:69%,:1.00,:33%,:0%,:0.0,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
Mike Santiago,19-12-0,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",:3.44,:49%,:3.58,:36%,:2.66,:50%,:53%,:1.1,http://ufcstats.com/fighter-details/bc656db347f31e19
Desmond Torres,7-2-0,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",:4.80,:64%,:11.78,:48%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/971aebf56267de20
Joao Elias,17-4-1 (1 NC),"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",:0.40,:50%,:6.47,:20%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/1a064688481f66e1
Edson Berto,17-12-1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",:1.76,:36%,:4.62,:47%,:5.47,:40%,:0%,:2.7,http://ufcstats.com/fighter-details/66766984842c13dc
Magomed Gadzhiyasulov,9-1-0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1993",:2.89,:49%,:1.64,:62%,:3.67,:73%,:61%,:0.0,http://ufcstats.com/fighter-details/6e344b71421103da
Marion Reneau,9-8-1,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",:3.20,:41%,:3.52,:59%,:0.62,:63%,:50%,:0.8,http://ufcstats.com/fighter-details/c7d297714d9ab1a4
Rick Story,19-9-0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",:3.80,:41%,:2.17,:62%,:2.53,:48%,:63%,:0.9,http://ufcstats.com/fighter-details/5b5307450405abf0
Ramon Taveras,10-4-0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",:4.07,:43%,:6.45,:54%,:0.00,:0%,:72%,:0.0,http://ufcstats.com/fighter-details/c5ccd878231c5407
Brandon Visher,13-3-0,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",:2.55,:45%,:3.76,:42%,:0.67,:20%,:0%,:0.0,http://ufcstats.com/fighter-details/7c4ec656d8fcb867
Zach Zane,10-7-0,"5' 7""",145 lbs.,"69""",Southpaw,"Dec 14, 1989",:0.87,:56%,:6.67,:20%,:0.00,:0%,:26%,:0.0,http://ufcstats.com/fighter-details/cc3878d1ab41a5fa
Chad Johnson,6-2-0,"6' 2""",230 lbs.,"80""",Orthodox,"Jul 22, 1986",:5.92,:68%,:7.80,:40%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/6ce9a012e4c6020c
Carlo Pedersoli Jr.,11-3-0,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",:4.17,:37%,:4.12,:61%,:2.91,:44%,:0%,:0.0,http://ufcstats.com/fighter-details/198994b47f395af0
Dominick Reyes,15-5-0,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",:5.39,:54%,:3.49,:49%,:0.29,:28%,:82%,:0.3,http://ufcstats.com/fighter-details/2e19380f34871c6a
Pawel Pawlak,12-3-0,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",:1.67,:33%,:2.22,:53%,:1.00,:37%,:70%,:0.0,http://ufcstats.com/fighter-details/9310418684bc896f
Katsuhisa Fujii,9-18-1,"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972",:4.00,:50%,:4.43,:64%,:2.14,:25%,:50%,:2.1,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
Tebaris Gordon,3-1-0,"6' 1""",265 lbs.,--,Orthodox,"Jul 19, 1988",:3.53,:16%,:49.41,:22%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/68c4ca70067bf282
Abram Torres,4-3-0,"5' 10""",170 lbs.,--,,"Oct 29, 1982",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/e175a261a280f7cb
Jorge Interiano,4-3-0,"6' 1""",205 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/1e75e6c9de99fa76
Chad Reiner,33-18-0,"5' 11""",170 lbs.,--,Orthodox,"Jun 29, 1981",:0.53,:20%,:1.97,:46%,:0.99,:33%,:25%,:2.0,http://ufcstats.com/fighter-details/d8022d5526b1d937
Aaron Tau,11-1-0,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993",:4.85,:44%,:5.00,:60%,:0.89,:18%,:64%,:0.0,http://ufcstats.com/fighter-details/7abf7f8778472b7b
Devin Smyth,4-2-0,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",:2.60,:68%,:6.73,:25%,:4.00,:26%,:100%,:0.0,http://ufcstats.com/fighter-details/7684c8137b4545ba
Charlie Brenneman,19-8-0,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",:1.52,:56%,:1.55,:46%,:4.23,:42%,:72%,:0.0,http://ufcstats.com/fighter-details/98f6da59d765ec94
Irene Aldana,15-8-0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",:5.19,:39%,:6.64,:56%,:0.15,:50%,:77%,:0.2,http://ufcstats.com/fighter-details/578ef12674df1e6a
Joe Brammer,7-3-1,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",:2.15,:31%,:2.80,:56%,:0.81,:50%,:50%,:0.0,http://ufcstats.com/fighter-details/013da757877044a2
Mark Dickman,11-3-0,"5' 9""",145 lbs.,--,,"Jul 19, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2482ef3331a82e75
Ilya Kotau,1-2-0,--,170 lbs.,--,,--,:3.94,:40%,:4.38,:44%,:6.57,:100%,:100%,:6.6,http://ufcstats.com/fighter-details/a68d57ae177a5815
Jinh Yu Frey,11-10-0,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",:2.97,:43%,:4.23,:52%,:1.02,:36%,:90%,:0.3,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Jose Barreto,0-1-0,--,185 lbs.,--,Southpaw,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/c32eab6c2119e989
Fiona Muxlow,6-3-0,"5' 4""",145 lbs.,--,,"May 13, 1977",:1.44,:27%,:5.45,:34%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/062e57ca1a3c95a8
Justin Haskins,7-6-0,"5' 10""",170 lbs.,--,Orthodox,"Aug 30, 1979",:1.51,:33%,:2.65,:54%,:1.62,:40%,:52%,:0.8,http://ufcstats.com/fighter-details/77940e45bc86208e
Antonio Carvalho,15-6-0,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979",:3.03,:29%,:3.62,:64%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Hidehiko Hasegawa,19-20-6,"5' 9""",170 lbs.,--,,"Jul 13, 1978",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2a2eeee20ef049cf
Adrian Yanez,17-6-0,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 29, 1993",:6.23,:41%,:5.75,:54%,:0.00,:0%,:81%,:0.0,http://ufcstats.com/fighter-details/0232cabbc30a2372
Daisuke Nakamura,28-19-1,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980",:0.94,:30%,:1.38,:61%,:0.46,:40%,:30%,:3.6,http://ufcstats.com/fighter-details/a196332ee4aa8a82
Roman Zentsov,18-12-0,"6' 1""",230 lbs.,--,Orthodox,"Sep 10, 1973",:1.18,:36%,:0.53,:70%,:1.60,:100%,:33%,:3.2,http://ufcstats.com/fighter-details/3144121470023e9a
Dewey Cooper,2-1-0,--,205 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/5efaaf313b652dd7
Paul Buentello,35-17-0,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",:3.29,:45%,:3.83,:52%,:0.19,:33%,:39%,:0.4,http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Luke Flores,9-2-0,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",:1.56,:44%,:1.88,:60%,:0.00,:0%,:40%,:1.2,http://ufcstats.com/fighter-details/b5f44dcb863f595b
Nayara Maia,7-1-1,"5' 5""",125 lbs.,"66""",Orthodox,"Jul 25, 1990",:0.60,:36%,:3.33,:43%,:1.00,:33%,:0%,:1.0,http://ufcstats.com/fighter-details/03b1b79b34eaf217
Tim Elliott,22-13-1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",:3.37,:44%,:2.65,:57%,:3.71,:47%,:59%,:1.1,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Fred Ettish,1-1-0,"6' 0""",180 lbs.,--,Southpaw,"Oct 12, 1955",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/8d5daf67983b65ba
Kevin Syler,10-1-0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",:5.60,:69%,:4.03,:48%,:1.00,:40%,:77%,:2.0,http://ufcstats.com/fighter-details/9094a881a7513de3
Priya Sharma,5-2-0,"5' 1""",115 lbs.,"59""",Orthodox,"Aug 29, 1991",:1.33,:16%,:3.20,:40%,:0.00,:0%,:55%,:0.0,http://ufcstats.com/fighter-details/5f23eaf9e9c34667
Joe Ray,13-0-0,--,170 lbs.,--,,"Dec 17, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/d92e6e17f637fe4d
Allen Crowder,10-4-0 (1 NC),"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",:2.95,:51%,:2.95,:56%,:1.85,:33%,:100%,:1.2,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Josh Neal,5-11-0,"6' 0""",185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/0b534765dca35e71
Kitt Campbell,16-7-0,"6' 1""",170 lbs.,"73""",Orthodox,"Jun 26, 1994",:5.40,:53%,:2.51,:60%,:0.94,:10%,:50%,:0.0,http://ufcstats.com/fighter-details/903ef36a6adc09a3
Grant Dawson,23-2-1,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994",:3.20,:52%,:2.11,:44%,:3.87,:40%,:57%,:1.1,http://ufcstats.com/fighter-details/99bd51917728c25d
Maia Stevenson,6-5-0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",:1.57,:54%,:3.13,:33%,:3.91,:100%,:50%,:0.0,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Phillip Latu,6-2-0,"6' 3""",205 lbs.,"76""",Orthodox,"Feb 17, 1991",:3.40,:51%,:7.07,:31%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/09224b76d27007ee
Jonny Parsons,9-3-0,"5' 9""",170 lbs.,"69""",Orthodox,"Sep 06, 1991",:4.65,:44%,:4.89,:60%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/2975297f505e9447
Joey Villasenor,29-10-0,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975",:2.05,:38%,:3.26,:52%,:0.71,:40%,:53%,:1.1,http://ufcstats.com/fighter-details/15515e797aedc137
Koichiro Matsumoto,15-3-1,"5' 7""",145 lbs.,--,,"Mar 07, 1986",:1.90,:26%,:3.50,:31%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2fb6f197d1fbc779
Dustin Pague,12-11-0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",:1.65,:53%,:2.96,:41%,:1.03,:44%,:55%,:2.6,http://ufcstats.com/fighter-details/55f80a8aeffcdb33
Matt Mitrione,12-5-0,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",:3.55,:50%,:2.79,:64%,:0.00,:0%,:55%,:0.7,http://ufcstats.com/fighter-details/ba280572acfba13f
Albert Duraev,16-5-0,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 05, 1989",:2.99,:40%,:3.01,:59%,:1.97,:29%,:66%,:0.6,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Justin McCully,11-5-2,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",:1.58,:37%,:2.02,:46%,:1.28,:44%,:43%,:0.0,http://ufcstats.com/fighter-details/75f871836d41f90f
Adam Smith,0-3-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/754968e325d6f60d
John Yannis,9-4-0,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 07, 1994",:0.00,:0%,:0.55,:71%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/450bcab0968562c4
Gilles Arsene,1-1-0,"5' 9""",190 lbs.,--,Southpaw,"Dec 23, 1970",:0.06,:10%,:2.45,:32%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2dea80c069847321
Maxim Grishin,32-10-2,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",:3.26,:52%,:2.27,:58%,:0.21,:16%,:66%,:0.0,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Edgar Chairez,12-6-0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jan 27, 1996",:3.44,:44%,:5.08,:42%,:0.00,:0%,:33%,:1.7,http://ufcstats.com/fighter-details/5ef94841c4bc3f86
JR Coughran,4-1-0,"5' 6""",145 lbs.,--,Orthodox,"May 17, 1994",:12.29,:57%,:6.80,:45%,:0.00,:0%,:75%,:0.0,http://ufcstats.com/fighter-details/8112c9a23dccc759
Caros Fodor,11-6-0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",:2.76,:54%,:2.83,:54%,:2.10,:25%,:50%,:0.0,http://ufcstats.com/fighter-details/01d2ed8c502e3828
Steven Siler,29-16-0,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",:3.21,:41%,:2.96,:54%,:0.47,:21%,:55%,:1.6,http://ufcstats.com/fighter-details/d188a3b817860ec6
Alex Enlund,14-2-0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
Brian Houston,4-6-0,"6' 2""",185 lbs.,--,Orthodox,"Apr 26, 1981",:1.90,:35%,:3.67,:53%,:0.95,:100%,:87%,:0.0,http://ufcstats.com/fighter-details/36fbaa49a09ff997
Bob Sapp,11-20-0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",:3.19,:55%,:1.88,:49%,:0.58,:100%,:72%,:0.0,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc
Jose Augusto,6-2-0 (1 NC),"6' 3""",251 lbs.,--,,"Mar 28, 1992",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Melsik Baghdasaryan,8-3-0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",:5.04,:59%,:3.14,:56%,:0.00,:0%,:72%,:0.0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Chuck Grigsby,23-10-0,"6' 6""",205 lbs.,--,Orthodox,"Aug 15, 1972",:0.71,:16%,:3.29,:46%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/7fb4234670271505
Kevin Knabjian,12-7-1,"5' 10""",170 lbs.,--,Orthodox,"Jul 05, 1984",:0.00,:0%,:15.56,:22%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/1fac46d466abd5b8
Sim Kai Xiong,7-2-0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 06, 1997",:2.85,:42%,:3.64,:55%,:3.49,:25%,:100%,:0.0,http://ufcstats.com/fighter-details/79e2cb1e813f881b
Taiyilake Nueraji,12-1-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001",:9.82,:53%,:5.01,:58%,:1.47,:33%,:100%,:0.0,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Shanna Young,9-6-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 20, 1991",:3.18,:47%,:4.88,:43%,:0.00,:0%,:53%,:0.6,http://ufcstats.com/fighter-details/568bbad0eaced57c
Derek Downey,11-4-0,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",:0.32,:100%,:3.36,:12%,:2.40,:16%,:0%,:0.0,http://ufcstats.com/fighter-details/b05086131c6f5dc5
Gabriel Salinas-Jones,5-2-1,"6' 1""",245 lbs.,--,,"Nov 20, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7
Matt Helm,1-1-0,--,155 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/cacfd51b8e97ace0
Kevin Borjas,10-4-0,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",:4.19,:44%,:5.74,:49%,:0.00,:0%,:71%,:0.0,http://ufcstats.com/fighter-details/34b96d52db1d26e6
Vanessa Demopoulos,11-8-0,"5' 2""",125 lbs.,"59""",Orthodox,"Sep 22, 1988",:3.37,:39%,:5.39,:41%,:0.32,:9%,:26%,:0.4,http://ufcstats.com/fighter-details/2c483cf443f38ece
Maryna Moroz,11-6-0,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",:4.42,:33%,:4.89,:51%,:0.70,:24%,:42%,:0.6,http://ufcstats.com/fighter-details/b4192a975027aab6
Yokthai Sithoar,0-1-0,"5' 7""",143 lbs.,--,,"Dec 25, 1974",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/436cdea7bdfdc016
Daiju Takase,12-15-2,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",:0.49,:30%,:1.64,:47%,:0.84,:17%,:21%,:1.2,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Royler Gracie,5-5-1,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b807814d977682eb
Mirko Filipovic,35-11-2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",:2.11,:50%,:1.89,:63%,:0.19,:40%,:78%,:0.3,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
Tae Hyun Lee,1-2-0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",:1.37,:31%,:3.89,:54%,:5.15,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/de99da2c0d18d34a
Wallen Del Rosario,8-2-0,"5' 4""",125 lbs.,"67""",Orthodox,"Mar 18, 1993",:1.40,:32%,:4.73,:40%,:1.00,:16%,:100%,:0.0,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Trent Jenkins,0-4-0,"6' 2""",185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/02fc8f50f56eb307
Jadson Costa,22-8-0 (1 NC),"5' 7""",155 lbs.,--,Orthodox,"Nov 18, 1980",:0.20,:50%,:3.05,:50%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/222d6b547de2e035
Travis Fulton,253-53-10 (1 NC),"6' 0""",240 lbs.,--,Orthodox,"May 29, 1977",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/911fb265462f0d94
